ISO3,Country,Dataset,Source,Type,TypeDetail,Access,TemporalStart,TemporalEnd,Frequency,Coverage,URL,Resolution,Quality,Notes,APIAvailable,Origins
RUS,Russian Federation,ASTER GDEM,USGS / Japan METI[8],ELEVATION/TERRAIN (DEM),,Open/free[8],2000-2013[8],,Static (version 3 released)[8],Generally less accurate than Copernicus DEM and SRTM for Russia; useful as supplementary data[10],https://appeears.earthdatacloud.nasa.gov/,,3,,Yes - through AppEEARS[8],TIER1_BEST_DATASETS.csv
RUS,Russian Federation,Copernicus DEM,Superior accuracy to SRTM (RMSE 2.19-5.72m vs 3.95-6.10m for SRTM); more consistent globally with virtually seamless source[6][7][5],ELEVATION/TERRAIN (DEM),,Open/free[4],Based on 2011-2015 data[4],,Static baseline[4],Qualifier: Recommended,https://dataspace.copernicus.eu/,,3,,Yes - available through Copernicus Data Space Ecosystem[4],TIER1_BEST_DATASETS.csv
RUS,Russian Federation,ERA5 Climate Reanalysis,European Centre for Medium-Range Weather Forecasts (ECMWF)[48][49][47],CLIMATE / WEATHER,,Open/free[47][48],1940-present[48][49],,Continuous updates (5-day lag)[49][48],0.25° × 0.25° (~25-31km)[49][47],,0.25° × 0.25° (~25-31km)[49][47],3,,Yes - Climate Data Store API[48],TIER1_BEST_DATASETS.csv
RUS,Russian Federation,ESA WorldCover,European Space Agency WorldCover Consortium[13][14],LAND COVER / LAND USE,,Open/free (CC-BY-4.0)[13][14],2020 and 2021 products available[15][13],,Annual updates planned[14],Excellent resolution and accuracy; 11 distinct land cover classes based on Sentinel-1 and Sentinel-2[13][14],https://esa-worldcover.org,Excellent resolution and accuracy; 11 distinct land cover classes based on Sentinel-1 and Sentinel-2[13][14],3,,Yes - Google Earth Engine[16][13],TIER1_BEST_DATASETS.csv
RUS,Russian Federation,FAO Harmonized World Soil Database (HWSD v2.0),"Good baseline for Russia but lower detail than national sources; includes soil morphology, chemistry, and physical characteristics[44]",GEOLOGY / SOIL,,Open/free[44],Global compilation (updated 2023)[44],,Periodic major versions[44],1km (30 arc-second) global grid[44],https://www.fao.org/soils-portal/data-hub/,1km (30 arc-second) global grid[44],4,,No direct API; downloadable datasets[44],TIER1_BEST_DATASETS.csv
RUS,Russian Federation,GADM,University of California Berkeley[53][54][55],ADMINISTRATIVE BOUNDARIES,,Open/free for non-commercial use[53],Current (updated 2022)[53],,Periodic updates[53],Administrative levels 0-2 for Russia[55][53],https://gadm.org,Administrative levels 0-2 for Russia[55][53],4,,No - downloadable shapefiles/geodatabases[53],TIER1_BEST_DATASETS.csv
RUS,Russian Federation,Gazprom Pipeline GIS Data,Gazprom (Russia's state gas company)[31][32],INFRASTRUCTURE - PIPELINES,,Highest quality for gas pipelines but extremely difficult to access; considered confidential infrastructure data[30],Current operational network[32][31],,Operational updates[31],High precision operational data[31],,High precision operational data[31],5,,,TIER1_BEST_DATASETS.csv
RUS,Russian Federation,Global Energy Monitor Russia Pipelines,Global Energy Monitor[33][30],INFRASTRUCTURE - PIPELINES,,Open/free (in WKT format)[30],Existing and proposed pipelines[33],,Periodic project updates[30],Country-scale mapping[33][30],https://globalenergymonitor.org,Country-scale mapping[33][30],4,,No[30],TIER1_BEST_DATASETS.csv
RUS,Russian Federation,Global Surface Water Explorer,European Commission Joint Research Centre[26],HYDROLOGY / WATER,,Open/free[26],1984-present[26],,Annual updates[26],30m resolution[26],https://global-surface-water.appspot.com,30m resolution[26],5,,Yes - Google Earth Engine,TIER1_BEST_DATASETS.csv
RUS,Russian Federation,Google Dynamic World,Google / World Resources Institute[17][18],LAND COVER / LAND USE,,Open/free[18][17],2015-present (near real-time)[17],,Every 2-5 days[19][17],10m resolution[18][17],https://dynamicworld.app,10m resolution[18][17],3,,Yes - Google Earth Engine[17][18],TIER1_BEST_DATASETS.csv
RUS,Russian Federation,HydroLAKES,McGill University / HydroSHEDS project[23][24],HYDROLOGY / WATER,,Open/free (CC-BY 4.0)[23],Global compilation[23],,Version 1.1 available[22],Lakes ≥10 ha surface area[23],https://www.hydrosheds.org/products/hydrolakes,Lakes ≥10 ha surface area[23],3,,Yes - Google Earth Engine[24],TIER1_BEST_DATASETS.csv
RUS,Russian Federation,HydroSHEDS / HydroATLAS,WWF / McGill University[20][21],HYDROLOGY / WATER,,Open/free (CC-BY 4.0)[23],Multi-temporal compilation[21],,Periodic updates[20],15 arc-seconds (~500m)[22][21],https://www.hydrosheds.org,15 arc-seconds (~500m)[22][21],3,,Yes - available through Google Earth Engine[24],TIER1_BEST_DATASETS.csv
RUS,Russian Federation,Indigenous Peoples' Traditional Territories,Russian Association of Indigenous Peoples of the North (RAIPON) / federal agencies,SPECIAL DATASETS FOR RUSSIA,,"Mixed - some public information, detailed boundaries restricted",Current designations,,As designated,Variable,,Variable,3,,No,TIER1_BEST_DATASETS.csv
RUS,Russian Federation,LandScan,Oak Ridge National Laboratory (US DOE),POPULATION / DEMOGRAPHICS,,Ambient population estimates accounting for daily movement patterns; complementary to WorldPop; access requires US government approval for some ver,Annual datasets (2000-present),,Annual,~1km resolution,https://landscan.ornl.gov,,3,,No,TIER1_BEST_DATASETS.csv
RUS,Russian Federation,Maxar Technologies,Maxar Technologies (formerly DigitalGlobe)[61][62][63],SATELLITE IMAGERY,,Commercial purchase/license[64][62],Historical archive + new acquisitions[63][62],,On-demand tasking available[62],Industry-leading resolution; extensive coverage including Russia; used extensively for conflict monitoring; requires commercial license[61][63][62],https://www.maxar.com,Industry-leading resolution; extensive coverage including Russia; used extensively for conflict monitoring; requires commercial license[61][63][62],3,,Yes - SecureWatch API for subscribers[62],TIER1_BEST_DATASETS.csv
RUS,Russian Federation,Northern Sea Route Infrastructure,Rosatom / Russian shipping authorities[70][31],SPECIAL DATASETS FOR RUSSIA,,"Mixed - route information publicly available, detailed infrastructure data restricted[31]",Current operational routes[70][31],,Operational updates[31],Port locations and route corridors[70][31],,Port locations and route corridors[70][31],3,,No[31],TIER1_BEST_DATASETS.csv
RUS,Russian Federation,OneGeology,Multi-source compilation[40],GEOLOGY / SOIL,,Open/free[40],,,Depends on national survey contributions[40],Variable by country contribution[40],http://www.onegeology.org,Variable by country contribution[40],3,,Yes - WMS/WFS services,TIER1_BEST_DATASETS.csv
RUS,Russian Federation,OpenInfraMap / OpenStreetMap Utilities,OpenStreetMap Community[30],INFRASTRUCTURE - UTILITIES,,Open/free[30],Current[30],,Community updates[30],Variable[30],https://openinframap.org,Variable[30],3,,Yes - Overpass API[30],TIER1_BEST_DATASETS.csv
RUS,Russian Federation,OpenStreetMap Pipelines,Highly incomplete for Russia; major pipelines partially mapped but significant gaps; not suitable as primary source[30],INFRASTRUCTURE - PIPELINES,,Open/free[30],Current[30],,Community updates[30],Variable[30],https://www.openstreetmap.org,Variable[30],3,,Yes - Overpass API[30],TIER1_BEST_DATASETS.csv
RUS,Russian Federation,OpenStreetMap Railways,OpenStreetMap Community[29],INFRASTRUCTURE - RAILWAYS,,Open/free[29],Current[28],,Community-driven[28],Variable[28],https://www.openstreetmap.org,Variable[28],3,,Yes - Overpass API[29],TIER1_BEST_DATASETS.csv
RUS,Russian Federation,OpenStreetMap Russia,OpenStreetMap Community[27][28],INFRASTRUCTURE - ROADS,,Open/free (ODbL license)[29],Current (continuously updated)[28],,Real-time community updates[28],Variable (depends on contributor mapping)[28],https://www.openstreetmap.org,Variable (depends on contributor mapping)[28],2,,Yes - Overpass API[29],TIER1_BEST_DATASETS.csv
RUS,Russian Federation,Permafrost Characteristics Database,International permafrost research community[69][67],SPECIAL DATASETS FOR RUSSIA,,Mixed access[69],Historical to present[69][67],,Research updates[67],Point measurements and regional interpolations[69],,Point measurements and regional interpolations[69],3,,No[69],TIER1_BEST_DATASETS.csv
RUS,Russian Federation,Planet Labs,Planet Labs[66][61],SATELLITE IMAGERY,,Commercial subscription[61],Daily global coverage (PlanetScope); archive from 2009+[61],,Daily imaging capability[61],Unique daily revisit capability; lower resolution than Maxar/Airbus for PlanetScope but higher temporal frequency; SkySat offers sub-meter resoluti,https://www.planet.com,Unique daily revisit capability; lower resolution than Maxar/Airbus for PlanetScope but higher temporal frequency; SkySat offers sub-meter resoluti,3,,Yes - Planet API[61],TIER1_BEST_DATASETS.csv
RUS,Russian Federation,Rosgeolfond,Federal Agency for Subsoil Use (Rosnedra)[40][8],GEOLOGY / SOIL,,Most comprehensive geological data for Russia; includes subsurface information critical for pipeline routing but difficult to access[40],Historical compilation[40],,Ongoing geological surveys[40],"1:200,000 to 1:1,000,000 (State Geological Map)[40]",,"1:200,000 to 1:1,000,000 (State Geological Map)[40]",3,,No public API[40],TIER1_BEST_DATASETS.csv
RUS,Russian Federation,Roshydromet,Most authoritative source for Russian meteorological data; contributes to WMO Global Telecommunication System[46][45],CLIMATE / WEATHER,,Limited public API access[45],Historical records from 1940s-present[47][46],,"Real-time observations, daily forecasts[45]","Network of ~1,600 weather stations across Russia[45]",,"Network of ~1,600 weather stations across Russia[45]",3,,,TIER1_BEST_DATASETS.csv
RUS,Russian Federation,Rosreestr Railway Network,Rosreestr / Russian Railways (RZD)[1][2],INFRASTRUCTURE - RAILWAYS,,Official state railway mapping; comprehensive but access restricted[1][2],Current[2],,Continuous[2],"1:25,000 to 1:100,000[1][2]",http://geoportal.rosreestr.ru/,"1:25,000 to 1:100,000[1][2]",3,,Yes - through geoportal services[2],TIER1_BEST_DATASETS.csv
RUS,Russian Federation,Rosreestr Road Network Data,Official state mapping; most authoritative source but access restricted[1][2],INFRASTRUCTURE - ROADS,,Restricted/requires formal request[3][1],Current[2],,Continuous[2],"1:10,000 to 1:100,000[1][2]",http://geoportal.rosreestr.ru/,"1:10,000 to 1:100,000[1][2]",3,,Yes - OGC standards through geoportal[2],TIER1_BEST_DATASETS.csv
RUS,Russian Federation,Rosreestr Unified Digital Basemap,"Federal Service for State Registration, Cadastre and Cartography (Rosreestr)[1][2]",ELEVATION/TERRAIN (DEM),,Restricted/requires request through official channels[3][1],Current (continuously updated)[2],,Continuous updates through State Information System[2],Additional URLs: http://geoportal.rosreestr.ru/[1,https://rosreestr.gov.ru,,3,,Yes - OGC-compliant cartographic services available[2],TIER1_BEST_DATASETS.csv
RUS,Russian Federation,Rosstat Official Boundaries,Federal State Statistics Service (Rosstat)[50][51][52],ADMINISTRATIVE BOUNDARIES,,"Mixed - statistical data public, GIS boundaries may require request[50][51]",Current (85 federal subjects)[52],,Updated as administrative changes occur[51][50],"All administrative levels (federal districts, regions, municipalities)[52]",https://eng.rosstat.gov.ru,"All administrative levels (federal districts, regions, municipalities)[52]",3,,Limited[51],TIER1_BEST_DATASETS.csv
RUS,Russian Federation,Russian Building Codes (SNiP) Seismic Zonation,Russian Construction Norms (Stroitelnie Normi i Pravila)[67],SPECIAL DATASETS FOR RUSSIA,,Publicly available through construction standards,Updated periodically (approximately decadal)[67],,~10 years[67],Regional seismic zoning maps[67],,Regional seismic zoning maps[67],3,,No,TIER1_BEST_DATASETS.csv
RUS,Russian Federation,Russian Census Data,Federal State Statistics Service (Rosstat)[56][57][50],POPULATION / DEMOGRAPHICS,,Open/free (statistical tables)[51][50],2021 census (most recent); historical censuses available[56][50],,Decadal census; annual estimates[57][50],Qualifier: Rosstat,https://eng.rosstat.gov.ru,,3,,Limited[51],TIER1_BEST_DATASETS.csv
RUS,Russian Federation,Russian Land Cover/Land Use Maps,Moscow State University Faculty of Geography / INTAS[11][12],LAND COVER / LAND USE,,Restricted/academic access[11],Historical baselines available[11],,Project-based[11],Variable (coarse to high resolution)[11],,Variable (coarse to high resolution)[11],3,,No[11],TIER1_BEST_DATASETS.csv
RUS,Russian Federation,Russian Military Exclusion Zones,Russian Ministry of Defense / restricted information,SPECIAL DATASETS FOR RUSSIA,,Highly restricted/classified,Current,,As designated,Variable,,Variable,3,,No,TIER1_BEST_DATASETS.csv
RUS,Russian Federation,Russian Permafrost Mapping,Russian Academy of Sciences[67][68][31],SPECIAL DATASETS FOR RUSSIA,,"Mixed - some research data available, comprehensive datasets may require request[67][31]",Current extent mapping[68][67],,Research-based updates[67],Regional to national scale[69][67],,Regional to national scale[69][67],3,,No[67],TIER1_BEST_DATASETS.csv
RUS,Russian Federation,Russian Protected Areas Database,Contact Ministry of Natural Resources,PROTECTED AREAS / ENVIRONMENTAL,,"Mixed - some data publicly available, detailed boundaries may require request[36]","Current (110 state nature reserves, 64 national parks)[37][35][36]",,Periodic updates[36],"High precision boundaries for 11,800+ protected areas[36][35]",,"High precision boundaries for 11,800+ protected areas[36][35]",3,,Limited[36],TIER1_BEST_DATASETS.csv
RUS,Russian Federation,Sea Ice Extent Data,National Snow & Ice Data Center[31],SPECIAL DATASETS FOR RUSSIA,,Open/free,1979-present,,Daily,25km resolution,https://nsidc.org,25km resolution,3,,Yes - NSIDC API,TIER1_BEST_DATASETS.csv
RUS,Russian Federation,Sentinel-2,European Space Agency / Copernicus Programme[17][13],SATELLITE IMAGERY,,Open/free[13],2015-present[17],,5-day global revisit (2 satellites)[17],Excellent free baseline imagery; 10m multispectral resolution suitable for many pipeline routing applications; widely used for land cover mapping[1,https://dataspace.copernicus.eu,Excellent free baseline imagery; 10m multispectral resolution suitable for many pipeline routing applications; widely used for land cover mapping[1,3,,"Yes - Copernicus Data Space, Google Earth Engine[13]",TIER1_BEST_DATASETS.csv
RUS,Russian Federation,"Soil Map of Russia (1:2,500,000)",Russian Academy of Sciences / International Institute for Applied Systems Analysis[41][42],GEOLOGY / SOIL,,Open/free through NSIDC[41],Based on 1988 compilation with 2002 updates[41],,Static[41],"1:2,500,000[42][43][41]",https://nsidc.org/data/ggd601,"1:2,500,000[42][43][41]",3,,No[41],TIER1_BEST_DATASETS.csv
RUS,Russian Federation,SRTM,Good baseline coverage for Russia; some voids filled by alternative sources; less accurate than Copernicus DEM[10][9],ELEVATION/TERRAIN (DEM),,Open/free[8],February 2000[9],,Static[8],Qualifier: Shuttle Radar Topography Mission,https://earthexplorer.usgs.gov,,4,,Yes - through USGS EarthExplorer API[8],TIER1_BEST_DATASETS.csv
RUS,Russian Federation,Transneft Pipeline Data,Transneft (Russia's state oil pipeline company)[33],INFRASTRUCTURE - PIPELINES,,Highest quality for oil pipelines but access extremely restricted[34][30],Current[33],,Operational[33],Operational precision[33],,Operational precision[33],5,,,TIER1_BEST_DATASETS.csv
RUS,Russian Federation,World Database on Protected Areas,UNEP-WCMC / IUCN[38][39],PROTECTED AREAS / ENVIRONMENTAL,,Open/free[39],Current (continuously updated)[39],,Monthly updates[39],Variable by protected area[39],https://www.protectedplanet.net,Variable by protected area[39],4,,Yes - Protected Planet API[39],TIER1_BEST_DATASETS.csv
RUS,Russian Federation,WorldClim,University of California/International collaboration,CLIMATE / WEATHER,,Open/free,"Historical climate normals (1970-2000, 1960-1990)",,Decadal updates,Excellent for climate baseline data; interpolated from weather station data including Russian stations; lower temporal resolution than ERA5,https://www.worldclim.org,Excellent for climate baseline data; interpolated from weather station data including Russian stations; lower temporal resolution than ERA5,3,,No - downloadable datasets,TIER1_BEST_DATASETS.csv
RUS,Russian Federation,WorldPop,WorldPop / University of Southampton[58][59][60],POPULATION / DEMOGRAPHICS,,Open/free (CC-BY 4.0)[60][58],2000-2020 (annual)[58][59],,Annual datasets[60][58],High-resolution population density grids based on 2020 Russian census data; UN-adjusted versions available; excellent for spatial analysis[59][60][,https://www.worldpop.org,,3,,Yes - through WorldPop Hub[58][60],TIER1_BEST_DATASETS.csv
SAU,Saudi Arabia,Archaeological and Heritage Sites,Saudi Commission for Tourism and National Heritage (SCTH) / Ministry of Culture,SPECIAL DATASETS FOR SAUDI ARABIA,,Restricted/requires coordination,Current (8 UNESCO sites + numerous national sites),,,Individual site boundaries,,Individual site boundaries,3,,,TIER1_BEST_DATASETS.csv
SAU,Saudi Arabia,Commercial - HERE Technologies,HERE Technologies (via THTC - Transport Hi-Tech Consultants for Saudi Arabia),INFRASTRUCTURE - ROADS,,Commercial/Purchase (requires licensing),Current,,Continuous updates,Street-level detail,https://www.here.com,Street-level detail,4,,"Yes - HERE Routing API, HERE Traffic API",TIER1_BEST_DATASETS.csv
SAU,Saudi Arabia,Commercial - TomTom,TomTom (via THTC for Saudi Arabia),INFRASTRUCTURE - ROADS,,Commercial/Purchase,Current,,Continuous updates (fresh data),Street-level detail,,Street-level detail,4,,Yes - TomTom APIs,TIER1_BEST_DATASETS.csv
SAU,Saudi Arabia,Commercial High-Resolution Imagery - Airbus,Airbus Defence and Space (via authorized Saudi distributors),SATELLITE IMAGERY,,Commercial/Purchase,Archive + tasking,,On-demand,"30 cm (Pléiades Neo), 50 cm (Pléiades), 1.5m (SPOT)",,"30 cm (Pléiades Neo), 50 cm (Pléiades), 1.5m (SPOT)",5,,Yes - OneAtlas API,TIER1_BEST_DATASETS.csv
SAU,Saudi Arabia,Commercial High-Resolution Imagery - Maxar,Maxar Technologies (via Space Imaging Middle East - SIME),SATELLITE IMAGERY,,Commercial/Purchase,Extensive archive + tasking capability (up to 15 revisits/day for some areas),,On-demand tasking available,30 cm to 50 cm multispectral; 15 cm panchromatic (Legion),https://www.maxar.com,30 cm to 50 cm multispectral; 15 cm panchromatic (Legion),5,,Yes - via UP42 platform and direct Maxar APIs,TIER1_BEST_DATASETS.csv
SAU,Saudi Arabia,Commercial High-Resolution Imagery - Planet,Planet Labs,SATELLITE IMAGERY,,Commercial/Purchase,Daily global coverage (PlanetScope); tasking (SkySat),,Daily (PlanetScope),SkySat 50cm; PlanetScope 3-5m,,SkySat 50cm; PlanetScope 3-5m,4,,Yes - Planet API,TIER1_BEST_DATASETS.csv
SAU,Saudi Arabia,Copernicus DEM GLO-30,European Space Agency (ESA) / Copernicus Programme,ELEVATION/TERRAIN (DEM),,Open/Free (GLO-30 and GLO-90 freely available globally),2010-2015 (TanDEM-X acquisition period),,Static dataset with periodic releases,30m (GLO-30 / 1 arc-second),https://dataspace.copernicus.eu/explore-data/data-collections/copernicus-contributing-missions/collections-description/COP-DEM,30m (GLO-30 / 1 arc-second),5,,"Yes - Copernicus Data Space Ecosystem API, Sentinel Hub API, Google Earth Engine API, AWS S3",TIER1_BEST_DATASETS.csv
SAU,Saudi Arabia,Desertification and Sand Dune Fields,Various geological and environmental sources,SPECIAL DATASETS FOR SAUDI ARABIA,,,,,,"Major sand seas include Rub' al Khali (Empty Quarter - world's largest continuous sand desert), An-Nafud, and Ad-Dahna. Mobile sand dunes present operational challenges for pipeline monitoring and maintenance. Routing considerations include dune crossing logistics and burial protection. Features identifiable from satellite imagery and geological maps.",,,3,,,TIER1_BEST_DATASETS.csv
SAU,Saudi Arabia,ERA5 Reanalysis,European Centre for Medium-Range Weather Forecasts (ECMWF),CLIMATE / WEATHER,,Open/Free,1950-present (3-month lag for final data),,Continuous updates,0.25° × 0.25° (~25-30 km),https://climateknowledgeportal.worldbank.org/country/saudi-arabia/era5-historical,0.25° × 0.25° (~25-30 km),5,,Yes - Copernicus Climate Data Store API,TIER1_BEST_DATASETS.csv
SAU,Saudi Arabia,ESA WorldCover,European Space Agency (ESA) WorldCover Consortium,LAND COVER / LAND USE,,Open/Free (CC-BY-4.0 license),2020 and 2021 products available,,"Annual (2020, 2021 released; future updates planned)",10 meters,https://esa-worldcover.org/en,10 meters,5,,"Yes - Google Earth Engine, direct download",TIER1_BEST_DATASETS.csv
SAU,Saudi Arabia,FAO/UNESCO Soil Map of the World,Food and Agriculture Organization / UNESCO,GEOLOGY / SOIL,,Open/Free,1961-1981 compilation period,,Static (historical product),"1:5,000,000 (very coarse)",https://www.fao.org/soils-portal/data-hub/soil-maps-and-databases/faounesco-soil-map-of-the-world/en/,"1:5,000,000 (very coarse)",3,,No,TIER1_BEST_DATASETS.csv
SAU,Saudi Arabia,Free Baseline Imagery - Sentinel-2,European Space Agency / Copernicus Programme,SATELLITE IMAGERY,,Open/Free,2015-present,,5-day revisit (2 satellites),"10m (visible/NIR bands), 20m (red edge/SWIR), 60m (coastal/cirrus)",,"10m (visible/NIR bands), 20m (red edge/SWIR), 60m (coastal/cirrus)",5,,"Yes - Copernicus Data Space, Google Earth Engine, AWS",TIER1_BEST_DATASETS.csv
SAU,Saudi Arabia,GADM,GADM Project,ADMINISTRATIVE BOUNDARIES,,Open/Free (academic use),Variable compilation dates,,Periodic updates,"Multiple levels (Country, Level 1, Level 2)",https://gadm.org,"Multiple levels (Country, Level 1, Level 2)",4,,"Direct download (shapefile, GeoJSON, etc.)",TIER1_BEST_DATASETS.csv
SAU,Saudi Arabia,Global Surface Water Explorer,European Commission Joint Research Centre,HYDROLOGY / WATER,,Open/Free,1984-present,,Periodic updates,30 meters,,30 meters,5,,Yes - Google Earth Engine,TIER1_BEST_DATASETS.csv
SAU,Saudi Arabia,Google Dynamic World,Google/World Resources Institute,LAND COVER / LAND USE,,Open/Free,2015-present (near real-time),,Near real-time (every 2-5 days),10 meters,,10 meters,2,,Yes - Google Earth Engine,TIER1_BEST_DATASETS.csv
SAU,Saudi Arabia,Government Pipeline Registry,"Ministry of Energy, Kingdom of Saudi Arabia",INFRASTRUCTURE - PIPELINES,,Restricted/requires formal request,Current,,Regulatory updates,National pipeline infrastructure,,National pipeline infrastructure,4,,Not documented,TIER1_BEST_DATASETS.csv
SAU,Saudi Arabia,Harmonized World Soil Database,FAO/IIASA,GEOLOGY / SOIL,,Open/Free,Compilation of various sources,,,30 arc-seconds (~1 km),,30 arc-seconds (~1 km),3,,,TIER1_BEST_DATASETS.csv
SAU,Saudi Arabia,Humanitarian Data Exchange (HDX) COD-AB,OCHA via Humanitarian Data Exchange,ADMINISTRATIVE BOUNDARIES,,Open/Free,Based on GADM 2021 data,,,Admin levels 0-1,https://data.humdata.org/dataset/cod-ab-sau,Admin levels 0-1,3,,HDX API,TIER1_BEST_DATASETS.csv
SAU,Saudi Arabia,HydroSHEDS,USGS/Conservation International,HYDROLOGY / WATER,,Open/Free,Based on SRTM 2000,,Static with periodic regional updates,Multiple resolutions (15 arc-seconds to 30 arc-seconds),,Multiple resolutions (15 arc-seconds to 30 arc-seconds),4,,Direct download,TIER1_BEST_DATASETS.csv
SAU,Saudi Arabia,LandScan,Oak Ridge National Laboratory (ORNL),POPULATION / DEMOGRAPHICS,,Restricted (requires registration and approval for some versions),Annual products,,Annual,GOOD quality ambient population distribution (24-hour average). Slightly coarser resolution than WorldPop. Useful for understanding day-night population distribution differences. Access may require registration.,,,4,,,TIER1_BEST_DATASETS.csv
SAU,Saudi Arabia,Landslide Susceptibility / Geological Hazards,Saudi Geological Survey,SPECIAL DATASETS FOR SAUDI ARABIA,,Restricted/project-specific,,,,"Landslide risk relatively low in most of Saudi Arabia due to arid climate, but exists in mountainous southwestern regions (Asir Mountains). Flash flood hazards in wadis are more significant concern. Geological hazard data available through SGS for specific project areas. Should be incorporated into pipeline routing in mountainous terrain.",,,2,,,TIER1_BEST_DATASETS.csv
SAU,Saudi Arabia,Military Zones and Restricted Areas,Various security and defense authorities,SPECIAL DATASETS FOR SAUDI ARABIA,,Highly Restricted/Classified,,,,"Saudi Arabia has extensive military zones, particularly along borders and around strategic installations. Pipeline routing must account for restricted airspace, military installations, and security zones. Information is classified and not publicly available. Route planning requires coordination with military and security authorities through proper governmental channels. Critical constraint for pipeline routing.",,,3,,,TIER1_BEST_DATASETS.csv
SAU,Saudi Arabia,National Electricity Transmission Network,Saudi Electricity Company,"INFRASTRUCTURE - UTILITIES (Power, Telecom)",,Restricted/requires request,Current,,As infrastructure expands,National grid,,National grid,3,,Not documented,TIER1_BEST_DATASETS.csv
SAU,Saudi Arabia,National Geological Survey DEMs,Saudi Geological Survey (SGS),ELEVATION/TERRAIN (DEM),,Restricted/requires request,Current,,Periodic updates,SGS maintains the National Geological Database (NGD) with geological and topographic maps for the Kingdom. Limited public documentation on resolution and accuracy. Best suited for regional-scale planning rather than detailed engineering design.[1][2][3],https://ngd.sgs.gov.sa/en,,3,,No public API documented,TIER1_BEST_DATASETS.csv
SAU,Saudi Arabia,National Geological Survey Maps,Saudi Geological Survey (SGS),GEOLOGY / SOIL,,Restricted/requires request (some maps may be purchasable),Historical to current,,Periodic updates,"1:250,000 to 1:1,000,000 regional maps; larger scale detailed maps for specific areas",https://sgs.gov.sa/en,"1:250,000 to 1:1,000,000 regional maps; larger scale detailed maps for specific areas",5,,No public API,TIER1_BEST_DATASETS.csv
SAU,Saudi Arabia,National Hydrography Networks,Various government agencies and research institutions,HYDROLOGY / WATER,,Restricted/academic access,Variable by study area,,Project-based,Regional to local scale,,Regional to local scale,3,,,TIER1_BEST_DATASETS.csv
SAU,Saudi Arabia,National Meteorological Service,"National Center for Meteorology, Kingdom of Saudi Arabia",CLIMATE / WEATHER,,Restricted/requires request (some public summaries available),Historical records to present (1929+ for some stations),,"Real-time observations, daily statistics, annual climate summaries",Station-based observations across Kingdom,https://ncm.gov.sa/en,Station-based observations across Kingdom,5,,Not documented for public access,TIER1_BEST_DATASETS.csv
SAU,Saudi Arabia,National Parks and Reserves,,PROTECTED AREAS / ENVIRONMENTAL,,Restricted/requires coordination with environmental authorities,,,,Well-defined boundaries for major protected areas. Data access through Saudi Wildlife Authority or relevant regional authorities.[42],,,3,,,TIER1_BEST_DATASETS.csv
SAU,Saudi Arabia,National Road Network Dataset,Ministry of Transport and Logistic Services,INFRASTRUCTURE - ROADS,,Restricted/requires request,Current,,Ongoing,National road network,https://mot.gov.sa/en,National road network,5,,Not publicly documented,TIER1_BEST_DATASETS.csv
SAU,Saudi Arabia,National Water Resources Database,"Ministry of Environment, Water and Agriculture (formerly Ministry of Water and Environment)",HYDROLOGY / WATER,,Restricted/requires request,Current,,Ongoing monitoring,Variable,https://www.mewa.gov.sa/en,Variable,4,,No public API documented,TIER1_BEST_DATASETS.csv
SAU,Saudi Arabia,OneGeology,OneGeology consortium / Saudi Geological Survey,GEOLOGY / SOIL,,Open/Free (web services),,,,Variable,,Variable,3,,Yes - WMS/WFS services,TIER1_BEST_DATASETS.csv
SAU,Saudi Arabia,OpenInfraMap / OpenStreetMap Utilities,OpenStreetMap contributors / OpenInfraMap,"INFRASTRUCTURE - UTILITIES (Power, Telecom)",,Open/Free,Current,,Community-driven,Variable,https://openinframap.org,Variable,2,,Yes - Overpass API,TIER1_BEST_DATASETS.csv
SAU,Saudi Arabia,OpenStreetMap,OpenStreetMap contributors,INFRASTRUCTURE - ROADS,,Open/Free (ODbL license),Current (continuously updated),,Real-time community updates,Variable quality by region,https://www.openstreetmap.org,Variable quality by region,4,,"Yes - Overpass API, various OSM APIs",TIER1_BEST_DATASETS.csv
SAU,Saudi Arabia,OpenStreetMap Pipelines,OpenStreetMap contributors,INFRASTRUCTURE - PIPELINES,,Open/Free,Current,,Community-driven,Variable,,Variable,3,,Yes - Overpass API,TIER1_BEST_DATASETS.csv
SAU,Saudi Arabia,OpenStreetMap Railways,OpenStreetMap contributors,INFRASTRUCTURE - RAILWAYS,,Open/Free,Current,,Community-driven,Variable,,Variable,3,,Yes - Overpass API,TIER1_BEST_DATASETS.csv
SAU,Saudi Arabia,Regional High-Resolution DEMs,General Authority for Survey and Geospatial Information (GASGI/GEOSA),ELEVATION/TERRAIN (DEM),,"Restricted, open data portal launched in 2023",Current,,Ongoing,GASGI launched an open data portal in 2023 to improve geospatial infrastructure. Specific DEM products and their resolutions require formal inquiry. The authority follows international UN standards for geospatial data.[5][6][7][8],https://geosa.gov.sa/en,,2,,Not documented,TIER1_BEST_DATASETS.csv
